input_path,labels
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-189.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-keratolysis-exfoliativa-20.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-keratolysis-exfoliativa-13.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-maceration-4.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-16.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-id-reaction-3.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-168.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-159.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-187.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-keratolysis-exfoliativa-28.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-113.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-109.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-184.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-keratolysis-exfoliativa-45.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-keratolysis-exfoliativa-8.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-99.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-keratolysis-exfoliativa-52.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-2.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-152.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-199.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-105.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-8.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-156.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-heels-dry-cracked-7.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-keratolysis-exfoliativa-42.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-keratolysis-exfoliativa-40.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-keratolysis-exfoliativa-30.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-keratolysis-exfoliativa-25.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-104.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-82.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-keratolysis-exfoliativa-18.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-198.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-144.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-maceration-3.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-id-reaction-9.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-13.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-197.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-18.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-84.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-id-reaction-5.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-134.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-milroy-disease-1.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-knuckle-pads-1.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-151.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-heels-dry-cracked-8.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-keratolysis-exfoliativa-7.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-keratolysis-exfoliativa-15.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-keratolysis-exfoliativa-12.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-83.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-129.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-id-reaction-4.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-111.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-14.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-heels-dry-cracked-5.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-12.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-92.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-148.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-161.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-keratolysis-exfoliativa-46.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-127.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-keratolysis-exfoliativa-49.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-keratolysis-exfoliativa-24.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-10.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-196.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-123.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-maceration-1.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-keratolysis-exfoliativa-1.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-keratolysis-exfoliativa-41.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-lichen-simplex-chronicus-1.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-hyperkeratosis-3.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-iododerma-3.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-keratolysis-exfoliativa-32.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-30.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-29.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-1.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-17.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-30.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-4.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-milroy-disease-5.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-148.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-14.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-parasitosis-psychogenic-1.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-10.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-3.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-35.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-28.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-110.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-123.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-133.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-126.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-21.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-27.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-11.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-37.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-notalgia-paraesthetica-2.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-11.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-45.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-60.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-31.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-16.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-120.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-58.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-50.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-67.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-17.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-38.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-136.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-9.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-42.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-21.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-notalgia-paraesthetica-3.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-24.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-phlebitis-superficial-3.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-2.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-12.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-109.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-66.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-15.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-5.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-8.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-39.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-7.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-34.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-12.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-15.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-33.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-114.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-25.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-100.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-6.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-150.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-41.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-38.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-142.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-1.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-28.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-phlebitis-superficial-1.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-48.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-20.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-103.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-20.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-65.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-8.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-64.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-13.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-128.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-3.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-19.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-59.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-19.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-6.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-131.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-10.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-46.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-111.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-5.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-30.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-118.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-36.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-35.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-49.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-22.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-12.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-42.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-26.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-18.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-29.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-47.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-6.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-17.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-138.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-56.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-134.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-15.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-149.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-7.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-25.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-16.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-13.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-8.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-35.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-37.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-139.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-48.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-54.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-18.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-54.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-2.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-27.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-116.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-112.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-4.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-108.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-15.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-18.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-10.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-parasitosis-psychogenic-2.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-4.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-46.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-147.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-11.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-52.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-53.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-23.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-38.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-23.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-55.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-130.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-31.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-121.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-24.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-36.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-13.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-37.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-milroy-disease-3.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-10.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-106.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-117.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-notalgia-paraesthetica-4.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-33.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-pompholyx-24.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-14.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-57.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-143.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-25.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-neurotic-excoriations-39.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-129.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-stasis-dermatitis-102.jpg,0
/content/drive/MyDrive/Colab Notebooks/IMG_CLASSES/0. Eczema 1677/t-prurigo-nodularis-52.jpg,0
